UOID,Parent,Label,Impact Area,Genome,Outcome,Benchmark CPO,Benchmark Efficacy,Benchmark Evidence,Outcomes Produced,Outcomes Adjusted
12673,Z05.03.06,"Billings Forge Community Works, Inc.",,,,"$14,250",,,16,0.0041667
12674,Z06.05.01,East Wayne Street Center,,,,"$8,027",,,14,0.0027701
12675,Z05.03.06,"Lutheran Social Services of Indiana, Inc.",,,,"$6,393",,,58,0.0041667
12676,Z05.04.02,Junior Achievement of Northern Indiana,,,,$44,,,3315,0.0041667
12679,Z06.04.01,The Franklin Institute,,,,"$3,338",,,207,0.0027701
12683,Z06.03.03,City Year Philadelphia,,,,"$6,206",,,48,0.0027701
12684,Z06.02.02,Concord Family YMCA,,,,"$17,762",,,62,0.0027701
12685,Z12.01.04,Fort Wayne Park Foundation,,,,"$2,713",,,143,0.0053476
12686,Z05.03.01,"Our Piece of the Pie, Inc.",,,,"$3,280",,,600,0.0041667
12687,Z06.03.03,The Salvation Army Boys and Girls Club of Greensboro,,,,"$1,015",,,367,0.0027701
12689,Z05.03.03,American Red Cross,,,,"$1,982",,,265,0.0041667
12690,Z05.03.01,Chicano Awareness Center DBA Latino Center of the Midlands,,,,$580,,,385,0.0041667
12691,Z05.03.01,Community Learning Center,,,,"$3,785",,,367,0.0041667
12695,Z06.03.04,Omaha Children's Museum,,,,$58,,,3542,0.0027701
12696,Z12.01.04,Mayhew Program,,,,"$5,711",,,230,0.0053476
12697,Z06.04.01,"Science Central, Inc.",,,,$1,,,32226,0.0027701
12698,Z06.01.02,Teach For America,,,,"$53,879",,,92,0.0027701
12699,Z12.01.04,YMCA of Greater Fort Wayne,,,,$129,,,2342,0.0053476
12700,Z06.03.03,YMCA of Greater Omaha,,,,$345,,,77,0.0027701
12704,Z05.03.06,Congreso de Latinos Unidos Inc.,,,,"$13,346",,,117,0.0041667
12710,Z05.03.01,University City District,,,,"$10,556",,,113,0.0041667
12711,Z06.03.03,Boys & Girls Clubs of Fort Wayne,,,,"$5,461",,,225,0.0027701
12713,Z06.05.02,Hartford Promise,,,,$762,,,143,0.0027701
12714,Z06.03.03,"Ivy Tech Foundation, Inc.",,,,$300,,,200,0.0027701
12725,Z12.01.04,Completely KIDS,,,,"$2,344",,,1260,0.0053476
12728,Z06.01.04,"The National Conference for Community and Justice of the Piedmont Triad, Inc.",,,,$144,,,1865,0.0027701
12729,Z06.04.01,Purdue University Fort Wayne,,,,"$6,250",,,32,0.0027701
12730,Z06.03.03,The Southeast Youth Council dba Cornerstone Youth Center,,,,"$2,957",,,201,0.0027701
12731,Z06.02.02,Nebraska Children's Home Society,,,,"$6,999",,,91,0.0027701
12733,Z06.02.02,Heartland Family Service,,,,"$1,063",,,194,0.0027701
12734,Z06.05.03,"Hartford Youth Scholars Foundation, Inc.",,,,"$2,179",,,55,0.0027701
12737,Z06.05.02,YMCA of Greensboro,,,,"$2,115",,,26,0.0027701
12738,Z05.03.01,"The Arc of Greensboro, Inc.",,,,"$1,917",,,121,0.0041667
12739,Z05.03.01,The Urban League of Philadelphia,,,,$929,,,648,0.0041667
12742,Z06.02.05,Martin Luther King Montessori School,,,,"$10,307",,,56,0.0027701
12743,Z12.01.04,Big Brothers Big Sisters of the Midlands,,,,"$1,884",,,1042,0.0053476
12744,Z01.01.02,Springfield Cultural Partnership,,,,$17,,,3000,0.0070922
12746,Z12.01.04,Police Athletic League of Philadelphia,,,,$357,,,491,0.0053476
12747,Z12.01.04,Police Athletic League of Philadelphia,,,,$309,,,653,0.0053476
12748,Z06.03.04,Children's Museum of New Hampshire,,,,$13,,,2192,0.0027701
12750,Z06.03.04,Need in Deed,,,,$164,,,2912,0.0027701
12752,Z06.02.06,Achieve Now,,,,$270,,,1243,0.0027701
12756,Z05.03.01,Fresh Start Women's Foundation,,,,"$5,269",,,26,0.0041667
12763,Z12.01.04,Wellspring Interfaith Social Services,,,,$447,,,489,0.0053476
12764,Z06.03.03,Wellspring Interfaith Social Services,,,,"$2,528",,,70,0.0027701
12765,Z06.04.01,Fort Wayne Children's Zoo,,,,$53,,,2880,0.0027701
12766,Z06.03.03,Operation Xcel,,,,"$1,174",,,86,0.0027701
12768,Z05.03.01,Mountain West Philanthropies,,,,$0,,,20,0.0041667
12770,Z03.04.03,Coalition for the Homeless of Central Florida,,,,"$4,759",,,382,0.0037736
12773,Z05.04.01,"Family Housing Advisory Services, Inc.",,,,"$1,242",,,515,0.0041667
12774,Z01.02.02,Artlink Inc,,,,"$3,846",,,26,0.0070922
12775,Z03.05.04,Easterseals New Hampshire,,,,"$12,171",,,159,0.0037736
12778,Z05.04.02,Junior Achievement of Oregon and SW Washington,,,,$28,,,1104,0.0041667
12779,Z12.01.01,California Friday Night Live Partnership (housed in the Tulare County Office of Education,,,,$163,,,8000,0.0053476
12780,Z12.01.04,Connecticut Children's Medical Center,,,,$126,,,475,0.0053476
12782,Z08.04.01,Connecticut Children's Medical Center,,,,$444,,,90,0.0057471
12784,Z12.01.04,Facets,,,,$18,,,10890,0.0053476
12785,Z01.01.02,Navy Pier,,,,$54,,,500,0.0070922
12786,Z12.01.03,DRIVE SMART Weld County,,,,$10,,,3100,0.0053476
12790,Z08.04.05,"Hubbard House, Inc.",,,,"$2,992",,,650,0.0057471
12792,Z08.04.05,Florida Coalition Against Domestic Violence,,,,$53,,,701,0.0057471
12793,Z08.04.05,Florida Coalition Against Domestic Violence,,,,$179,,,503,0.0057471
12795,Z12.01.03,AR Children's Foundation,,,,$30,,,6908,0.0053476
12799,Z05.03.03,Canadian Museums Association,,,,"$4,991",,,1781,0.0041667
12801,Z05.03.06,Greater Chicago Food Depository,,,,"$19,048",,,42,0.0041667
12802,Z05.02.03,The Hatchery Chicago,,,,$400,,,125,0.0041667
12803,Z06.05.01,"Embarc, Inc.",,,,"$2,560",,,99,0.0027701
12805,Z06.03.03,St. Francis Neighborhood Center,,,,"$6,884",,,56,0.0027701
12806,Z12.01.02,"Girl Scouts of Central Maryland, Inc.",,,,$181,,,3200,0.0053476
12810,Z05.04.03,United Way of Pioneer Valley,,,,"$1,622",,,170,0.0041667
12822,Z06.05.01,Boys & Girls Clubs of Greater Kansas City,,,,"$3,407",,,150,0.0027701
12827,Z05.03.03,Colleges and Institutes Canada,,,,"$16,250",,,176,0.0041667
12831,Z06.05.03,Horatio Alger Association,,,,"$6,355",,,3147,0.0027701
12832,Z05.04.02,Ladder Up,,,,$44,,,2034,0.0041667
12833,Z06.05.02,New Jersey SEEDS,,,,"$18,750",,,40,0.0027701
12839,Z01.01.02,Remos Test,,,,$10,,,20,0.0070922
12842,Z06.01.04,Facing History and Ourselves,,,,"$41,145",,,12,0.0027701
12849,Z08.04.01,Futures Without Violence,,,,$6,,,80750,0.0057471
12850,Z08.04.01,The One Love Foundation in Honor of Yeardley Love,,,,$9,,,342780,0.0057471
12854,Z03.05.01,The Baltimore Station,,,,"$10,667",,,300,0.0037736
12855,Z05.03.03,Living Classrooms Foundation,,,,"$14,325",,,104,0.0041667
12856,Z08.04.01,"House of Ruth Maryland, Inc.",,,,"$2,878",,,183,0.0057471
12858,Z08.04.01,House of Ruth Maryland,,,,"$2,785",,,200,0.0057471
12859,Z03.05.04,Fuel Fund of Maryland,,,,$17,,,18000,0.0037736
12860,Z03.01.01,The Family Tree,,,,$27,,,147000,0.0037736
12861,Z05.04.02,Civic Works,,,,$417,,,60,0.0041667
12862,Z08.03.04,"Sinai Hospital of Baltimore, Inc.",,,,"$5,333",,,75,0.0057471
12865,Z08.06.04,"Helping Up Mission, Inc.",,,,"$43,412",,,113,0.0057471
12868,Z05.03.03,SUCO,,,,"$25,000",,,8,0.0041667
12876,Z12.01.01,Embarc,,,,$200,,,100,0.0053476
12882,Z05.03.03,Marine Institute,,,,"$26,500",,,20,0.0041667
12941,Z05.03.01,Fédération de la jeunesse canadienne-française (FJCF),,,,"$3,484",,,178,0.0041667
12943,Z05.03.01,Environmental Careers Organization Canada (ECO Canada),,,,"$27,528",,,640,0.0041667
12957,Z05.02.01,Industrial Council of Nearwest Chicago,,,,$303,,,33,0.0041667
12964,Z06.05.02,First Generation College Bound,,,,$556,,,450,0.0027701
12968,Z03.03.01,Loyola University Maryland,,,,$25,,,2536,0.0037736
12973,Z06.05.03,CollegeBound Foundation,,,,"$2,722",,,71,0.0027701
12974,Z08.02.02,Family Centre,,,,"$9,398",,,106,0.0057471
12976,Z06.05.02,CollegeCommunityCareer,,,,$732,,,637,0.0027701
12977,Z06.05.02,OneGoal,,,,"$7,429",,,1750,0.0027701
12979,Z03.05.05,"Paul's Place, Inc.",,,,$265,,,283,0.0037736
12980,Z12.01.04,"YMCA of Central Maryland, Inc.",,,,"$1,536",,,700,0.0053476
12983,Z01.01.02,Chicago Children's Museum,,,,$4,,,36200,0.0070922
12985,Z05.04.02,Working in Support of Education (W!se),,,,"$2,000",,,6,0.0041667
12991,Z06.05.03,East Harlem Tutorial Program,,,,"$5,580",,,123,0.0027701
12993,Z06.05.03,The Pittsburgh Promise,,,,"$9,389",,,2109,0.0027701
12994,Z06.05.01,"De La Salle, Inc.",,,,"$1,582",,,158,0.0027701
12996,Z06.03.03,High Jump,,,,"$8,055",,,270,0.0027701
12997,Z06.05.02,Career Compass of Louisiana,,,,$119,,,13979,0.0027701
12998,Z06.05.02,Bay Area Community Foundation,,,,$33,,,2500,0.0027701
13011,Z06.05.02,DC Prep Academy,,,,"$8,769",,,65,0.0027701
13013,Z06.05.03,"Collegiate Directions, Inc.",,,,"$1,629",,,140,0.0027701
13014,Z06.05.02,Crosby Scholars Community Partnership,,,,$770,,,956,0.0027701
13016,Z03.03.01,"The Foodbank, Inc.",,,,$3,,,3,0.0037736
13019,Z06.05.03,"SquashBusters, Inc.",,,,"$1,940",,,50,0.0027701
13020,Z03.03.01,Fairbanks Community Food Bank,,,,$26,,,45400,0.0037736
13022,Z06.05.04,Holland Bloorview Kids Rehabilitation Hospital Foundation,,,,"$9,107",,,14,0.0027701
13023,Z06.05.03,Degrees of Change,,,,"$4,434",,,351,0.0027701
13024,Z06.05.02,Summit Education Initiative,,,,$87,,,202,0.0027701
13025,Z06.05.03,"CollegeTracks, Inc.",,,,"$1,760",,,302,0.0027701
13026,Z06.05.02,College Match,,,,"$2,083",,,624,0.0027701
13027,Z06.05.02,College Now Greater Cleveland,,,,"$3,625",,,40,0.0027701
13028,Z06.05.02,College Advising Corps,,,,$300,,,95400,0.0027701
13029,Z06.05.02,MOSTe MOTIVATING OUR STUDENTS THROUGH EXPERIENCE,,,,"$2,714",,,35,0.0027701
13034,Z03.03.03,"Maryland Food Bank, Inc.",,,,"$2,009",,,38216,0.0037736
13035,Z12.01.03,Safe America Foundation,,,,$167,,,1608,0.0053476
13037,Z08.01.01,Partners In Health Canada,,,,$274,,,3072,0.0057471
13038,Z08.04.05,"Alternatives to Violence, Inc.",,,,"$2,436",,,128,0.0057471
13039,Z08.04.05,Family Justice Center of Erie County,,,,$526,,,42,0.0057471
13040,Z08.04.05,The Family Place,,,,"$1,295",,,200,0.0057471
13041,Z08.04.05,Fresh Start Women's Foundation,,,,$105,,,1573,0.0057471
13043,Z12.01.01,Henrik Lundqvist Foundation,,,,"$2,500",,,12,0.0053476
13044,Z08.04.05,Kentucky Coalition Against Domestic Violence,,,,$607,,,2046,0.0057471
13045,Z03.05.01,Saint John's Program for Real Change,,,,"$41,743",,,157,0.0037736
13046,Z12.01.04,Sandy Hook Promise (SHP),,,,$1,,,4000000,0.0053476
13047,Z12.01.04,Sandy Hook Promise,,,,$1,,,4000000,0.0053476
13048,Z12.01.04,Step Up,,,,"$1,807",,,325,0.0053476
13049,Z08.04.05,"The Spring of Tampa Bay, Inc.",,,,$453,,,554,0.0057471
13050,Z05.03.01,projectHandUp,,,,"$1,637",,,115,0.0041667
13052,Z12.01.04,Chicago Children's Choir,,,,"$11,582",,,98,0.0053476
13053,Z01.02.01,League of Chicago Theatres Foundation,,,,$37,,,1500,0.0070922
13054,Z01.02.01,Marwen,,,,$534,,,783,0.0070922
13055,Z06.05.02,University of North Florida,,,,$525,,,12,0.0027701
13056,Z06.04.01,The Morton Arboretum,,,,$17,,,15000,0.0027701
13057,Z05.04.02,Women's and Children's Alliance,,,,$419,,,233,0.0041667
13059,Z05.04.02,Junior Achievement Central Carolinas,,,,$149,,,8000,0.0041667
13060,Z06.05.01,LINK Unlimited Scholars,,,,"$7,760",,,150,0.0027701
13061,Z12.01.03,"Texas Family, Career and Community Leaders of America",,,,$4,,,12800,0.0053476
13062,Z06.03.04,"Texas Association Family, Career and Community Leaders of America",,,,$2,,,15000,0.0027701
13065,Z06.05.02,Iredell County Crosby Scholars Community Partnership,,,,$147,,,170,0.0027701
13066,Z06.05.02,Partnership for the Future,,,,"$3,414",,,390,0.0027701
13067,Z06.05.03,The Scholarship Foundation of St. Louis,,,,"$14,474",,,380,0.0027701
13068,Z06.05.02,Cypress Hills Local Development Corp. (CHLDC),,,,$491,,,1278,0.0027701
13069,Z03.03.03,"Maryland Food Bank, Inc.",,,,$696,,,120000,0.0037736
13071,Z06.05.02,Education Opens Doors,,,,$164,,,11598,0.0027701
13073,Z06.05.02,"College Goal Maryland, Inc.",,,,$2,,,10700,0.0027701
13074,Z05.03.06,"Maryland New Directions, Inc. (MND)",,,,"$6,008",,,183,0.0041667
13075,Z06.05.03,College Track,,,,"$3,687",,,1003,0.0027701
13076,Z06.05.02,Jack Kent Cooke Foundation,,,,"$93,756",,,50,0.0027701
13077,Z06.05.02,Chase County College Access (Emporia Community Foundation),,,,$600,,,10,0.0027701
13078,Z03.05.03,"The Women's Housing Coalition, Inc.",,,,"$18,589",,,108,0.0037736
13081,Z05.03.06,Center for Urban Families,,,,"$6,301",,,201,0.0041667
13082,Z05.03.01,Goodwill Industries of the Chesapeake Inc.,,,,"$1,222",,,168,0.0041667
13083,Z03.06.09,"Meals On Wheels of Central Maryland, Inc.",,,,"$2,101",,,3142,0.0037736
13085,Z03.03.01,Moveable Feast,,,,"$1,912",,,1459,0.0037736
13086,Z04.03.11,New Hampshire Humanities,,,,$742,,,271,0.0133333
13088,Z06.05.02,Philadelphia Futures,,,,"$45,417",,,89,0.0027701
13089,Z06.05.02,College Crusade of Rhode Island,,,,"$1,050",,,4000,0.0027701
13093,Z06.05.02,"Bridgeport Public Education Fund, Inc.",,,,$446,,,224,0.0027701
13094,Z05.02.03,Baltimore Corps,,,,"$10,667",,,15,0.0041667
13106,Z08.06.01,PRIDE Bermuda,,,,"$1,400",,,135,0.0057471
13107,Z06.03.03,The Reading Clinic,,,,"$9,250",,,80,0.0027701
13108,Z03.06.04,Bermuda Housing Trust,,,,"$9,794",,,194,0.0037736
13109,Z12.01.01,Epsilon Theta Lambda Chapter,,,,"$5,000",,,10,0.0053476
13110,Z12.01.04,Raleigh Bermuda,,,,"$8,945",,,23,0.0053476
13112,Z10.02.01,Bermuda National Trust,,,,$114,,,14000,0.0270270
13118,Z12.01.04,The Duke of Edinburgh's International Award Bermuda,,,,"$1,807",,,166,0.0053476
13119,Z06.03.02,IMPACT Mentoring Academy,,,,"$23,636",,,22,0.0027701
13125,Z12.01.02,Junior Achievement USA,,,,$1,,,67000,0.0053476
13126,Z01.01.01,Court Theatre,,,,$385,,,500,0.0070922
13127,Z06.05.04,Careers through Culinary Arts Program (C-CAP),,,,$787,,,540,0.0027701
13128,Z12.01.04,Little Kids Rock,,,,$10,,,48000,0.0053476
13140,Z03.03.01,Los Angeles Mission,,,,$69,,,16000,0.0037736
13175,Z03.03.01,"Roadrunner Food Bank, Inc.",,,,$25,,,24838,0.0037736
13181,Z03.03.02,United Way of Roanoke Valley,,,,$129,,,465,0.0037736
13183,Z03.03.01,United Way of Roanoke Valley,,,,$43,,,1799,0.0037736
13186,Z08.01.02,United Way of Roanoke Valley,,,,"$1,770",,,160,0.0057471
13192,Z12.01.04,Family & Children's Services of Central Maryland,,,,"$3,892",,,41,0.0053476
13193,Z03.03.01,Mary's Place,,,,$250,,,2000,0.0037736
13209,Z05.04.02,Civic Works,,,,$417,,,60,0.0041667
13214,Z06.05.04,"Junior Achievement of Southern Nevada, Inc.",,,,$16,,,18489,0.0027701
13223,Z06.05.04,BestPrep,,,,"$1,634",,,320,0.0027701
13225,Z12.01.02,BestPrep,,,,$97,,,3380,0.0053476
13226,Z06.05.04,Boys & Girls Clubs of Southwest Virginia,,,,$213,,,469,0.0027701
13227,Z08.04.01,Joe Torre Safe At Home Foundation,,,,"$2,987",,,148,0.0057471
13228,Z12.01.04,Urban Initiatives,,,,"$1,217",,,255,0.0053476
13229,Z03.05.03,Lydia Place,,,,"$26,834",,,25,0.0037736
13230,Z12.01.04,Youth Guidance,,,,"$3,188",,,1362,0.0053476
13231,Z12.01.04,Youth Guidance,,,,"$3,522",,,4125,0.0053476
13232,Z01.01.01,Ravinia Festival,,,,$310,,,5000,0.0070922
13233,Z03.04.01,Chicago Rehab Network,,,,"$9,085",,,36,0.0037736
13235,Z12.01.02,Junior Achievement of Central Indiana,,,,$243,,,8700,0.0053476
13236,Z08.04.05,United Way of Metro Chicago,,,,$151,,,8911,0.0057471
13237,Z01.01.02,"Chicago Theatre Group, Inc. (DBA Goodman Theatre)",,,,$354,,,6000,0.0070922
13240,Z06.05.02,Capital Partners for Education,,,,"$6,565",,,170,0.0027701
13241,Z03.03.01,"Intermountain Healthcare Foundation, Inc.",,,,"$1,000",,,1000,0.0037736
13243,Z03.03.01,LA Promise Fund,,,,$99,,,590,0.0037736
13244,Z03.03.01,United Food Bank,,,,$87,,,333000,0.0037736
13245,Z03.03.01,"Dare to Care, Inc",,,,$8,,,134683,0.0037736
13247,Z03.03.01,Feeding America Eastern Wisconsin,,,,$4,,,22500,0.0037736
13249,Z03.03.01,Denver Rescue Mission,,,,"$2,756",,,10392,0.0037736
13250,Z03.03.01,Freestore Foodbank,,,,$105,,,6500,0.0037736
13251,Z03.03.01,Hosea Feed The Hungry,,,,$46,,,46183,0.0037736
13252,Z03.03.01,The Storehouse,,,,$260,,,200,0.0037736
13254,Z06.03.03,City Year Detroit,,,,$943,,,529,0.0027701
13257,Z05.04.02,Bexar County Family Justice Center Foundation,,,,$437,,,213,0.0041667
13258,Z12.01.04,Boys & Girls Clubs of Metro Denver,,,,"$1,994",,,7262,0.0053476
13261,Z03.03.01,St. Mary's Food Bank Alliance,,,,$9,,,276905,0.0037736
13262,Z03.03.01,Greater Chicago Food Depository,,,,$5,,,280000,0.0037736
13264,Z03.03.01,Downtown Women's Center (DWC),,,,$350,,,4900,0.0037736
13267,Z08.07.01,Boys & Girls Clubs of Greater San Diego,,,,$19,,,12582,0.0057471
13268,Z03.03.01,Cache Community Food Pantry,,,,$154,,,12000,0.0037736
13272,Z03.03.03,"Maryland Food Bank, Inc.",,,,$696,,,120000,0.0037736
13278,Z06.05.04,Junior Achievement of Chicago,,,,$8,,,416056,0.0027701
13281,Z03.03.01,Hunger Task Force,,,,$19,,,14692,0.0037736
13283,Z03.03.01,Forgotten Harvest,,,,$14,,,280000,0.0037736
13284,Z03.03.01,Food Finders Food Bank,,,,$80,,,2300,0.0037736
13287,Z03.03.01,Food Gatherers,,,,$287,,,44500,0.0037736
13289,Z12.01.01,Girl Scouts of Greater Los Angeles,,,,$43,,,610,0.0053476
13290,Z03.03.01,"God's Pantry Food Bank, Inc.",,,,$29,,,13974,0.0037736
13291,Z03.03.01,Houston Food Bank,,,,$286,,,14000,0.0037736
13292,Z03.03.01,Kitchens for Good,,,,$673,,,1500,0.0037736
13293,Z03.03.01,MEND-Meet Each Need with Dignity,,,,$72,,,7295,0.0037736
13296,Z05.03.06,Bridges From School To Work,,,,"$3,052",,,661,0.0041667
13301,Z03.03.01,Phoenix Children's Hospital Foundation,,,,$7,,,14000,0.0037736
13303,Z03.03.01,Society of St Vincent de Paul,,,,$13,,,1200000,0.0037736
13304,Z03.03.01,"Sunshine Division, Inc.",,,,$41,,,7000,0.0037736
13305,Z03.03.01,"Brazos Valley Food Bank, Inc.",,,,$15,,,48216,0.0037736
13306,Z06.05.04,Congressional Hunger Center,,,,"$72,850",,,19,0.0027701
13307,Z03.03.02,FEAST,,,,"$1,115",,,168,0.0037736
13310,Z03.03.01,Gleaners Community Food Bank,,,,$24,,,34713,0.0037736
13312,Z03.03.03,United Service Organizations,,,,$17,,,75000,0.0037736
13313,Z03.03.01,"CLNkids, Inc.",,,,"$1,000",,,100,0.0037736
13314,Z03.03.01,Interfaith Ministries for Greater Houston,,,,"$2,011",,,4400,0.0037736
13315,Z03.03.01,Eastern Michigan University Foundation,,,,$219,,,300,0.0037736
13316,Z03.03.02,"Idaho Foodbank Warehouse, Inc, DBA: The Idaho Foodbank",,,,$713,,,401,0.0037736
13318,Z03.03.01,FUEL NKU,,,,$46,,,2500,0.0037736
13319,Z03.03.01,Project Angel Food,,,,"$2,665",,,2367,0.0037736
13322,Z03.03.01,SnowCap Community Charities,,,,"$1,451",,,28000,0.0037736
13324,Z05.04.01,Fair Trade USA,,,,$28,,,900000,0.0041667
13325,Z03.03.02,United Way of Roanoke Valley,,,,$694,,,36,0.0037736
13326,Z08.01.02,University of New Mexico Foundation,,,,$30,,,66000,0.0057471
13327,Z10.01.02,World Wildlife Fund,,,,$14,,,17400,0.0270270
13328,Z03.03.01,Community Foundation of Greater Rochester,,,,$100,,,3705,0.0037736
13329,Z03.03.01,Food Bank of the Rockies,,,,$170,,,592833,0.0037736
13331,Z03.03.01,Toledo Northwestern Ohio Food Bank,,,,$42,,,2161,0.0037736
13332,Z03.03.02,YMCA of Orange County,,,,$79,,,4593,0.0037736
13333,Z03.03.01,Operation Homefront,,,,$20,,,2000,0.0037736
13334,Z03.03.01,Mountaineer Food Bank,,,,$15,,,40000,0.0037736
13335,Z03.03.01,Southeast Ohio Foodbank (HAPCAP),,,,$27,,,13000,0.0037736
13344,Z08.01.01,St. Rose Dominican Health Foundation,,,,$912,,,500,0.0057471
13346,Z03.03.01,Northern Illinois Food Bank,,,,$353,,,10200,0.0037736
13347,Z06.03.03,Boys & Girls Clubs of Central Orange Coast,,,,$468,,,738,0.0027701
13350,Z03.03.01,Jacobs & Cushman San Diego Food Bank,,,,$215,,,2600,0.0037736
13351,Z03.03.01,Caterina's Club,,,,$81,,,11908,0.0037736
13352,Z03.03.03,Food Bank of Alaska,,,,$2,,,105953,0.0037736
13353,Z03.03.01,Olive Crest,,,,"$1,710",,,154,0.0037736
13367,Z05.03.01,Junior Achievement of Chicago,,,,$77,,,1075,0.0041667
13368,Z06.03.04,YMCA of Metropolitan Chicago,,,,"$2,146",,,932,0.0027701
13369,Z06.04.01,Metropolitan State University of Denver,,,,$431,,,174,0.0027701
13375,Z03.03.01,"Idaho Foodbank Warehouse, Inc, DBA: The Idaho Foodbank",,,,$120,,,2872,0.0037736
13380,Z02.02.01,Homeboy Industies,,,,"$44,444",,,450,0.2000000
13381,Z03.06.10,Store to Door,,,,"$1,668",,,655,0.0037736
13389,Z12.01.02,Boys and Girls Clubs of Metro Denver,,,,"$2,227",,,6500,0.0053476
13390,Z03.03.01,"Care and Share, Inc.",,,,$628,,,1200,0.0037736
13393,Z06.05.02,iMentor,,,,"$6,262",,,3832,0.0027701
13394,Z06.05.02,Bright Prospect,,,,$239,,,209,0.0027701
13411,Z06.05.03,Cypress Hills Local Development Corp. (CHLDC),,,,$760,,,671,0.0027701
13422,Z05.04.01,"Community Coordinated Care for Children, Inc.",,,,"$5,418",,,7970,0.0041667
13426,Z05.03.06,"Christian HELP Foundation, Inc.",,,,"$1,865",,,107,0.0041667
13427,Z03.05.03,"Christian Sharing Center, Inc",,,,"$4,000",,,34,0.0037736
13430,Z03.05.03,"Community Hope Center, Inc.",,,,"$5,000",,,14,0.0037736
13431,Z06.02.02,Early Learning Coalition of Orange County,,,,"$6,510",,,48,0.0027701
13432,Z08.03.01,"Epilepsy Association of Central Florida, Inc .DBA Epilepsy Association",,,,$19,,,11541,0.0057471
13433,Z08.01.01,"Epilepsy Association of Central Florida, Inc. - DBA Epilepsy Association",,,,$874,,,715,0.0057471
13434,Z03.05.03,Family Promise of Greater Orlando,,,,"$4,894",,,66,0.0037736
13435,Z03.02.02,Freedom Ride,,,,"$1,111",,,90,0.0037736
13436,Z03.03.01,"HOPE Helps, Inc.",,,,$197,,,500,0.0037736
13437,Z10.03.01,Pet Alliance of Greater Orlando,,,,$171,,,1069,0.0270270
13439,Z03.06.03,Share the Care,,,,"$1,667",,,1050,0.0037736
13440,Z08.02.02,Victim Service Center of Central Florida,,,,"$1,701",,,114,0.0057471
13442,Z03.03.01,Feeding Children Everywhere,,,,$6,,,152000,0.0037736
13443,Z05.03.06,Goodwill of Silicon Valley,,,,"$7,390",,,118,0.0041667
13444,Z05.03.06,Goodwill of Silicon Valley,,,,"$8,861",,,110,0.0041667
13445,Z02.02.01,San Diego Second Chance Program,,,,$746,,,170,0.2000000
13446,Z05.03.06,Goodwill Industries of Orange County,,,,"$9,507",,,873,0.0041667
13447,Z05.03.06,Community Kitchen Pittsburgh,,,,"$12,378",,,74,0.0041667
13449,Z08.02.01,The Mission Continues,,,,"$1,493",,,3350,0.0057471
13451,Z08.04.05,"WINGS Program, Inc.",,,,"$5,501",,,412,0.0057471
13452,Z06.01.02,Arts Education Collaborative (Carnegie Institute / Carnegie Museums of Pittsburgh),,,,"$5,000",,,9,0.0027701
13453,Z10.01.02,Community Foundation for the Alleghenies,,,,$200,,,1000,0.0270270
13457,Z10.01.01,Grounded Strategies,,,,"$33,333",,,3,0.0270270
13461,Z12.01.04,"Pathway to Adventure Council, Inc. Boy Scouts of America",,,,"$2,183",,,120,0.0053476
13468,Z12.01.04,YMCA of Metropolitan Chicago,,,,"$15,997",,,192,0.0053476
13470,Z01.01.01,The Union Project,,,,$8,,,1051,0.0070922
13471,Z10.01.02,Community Foundation for the Alleghenies,,,,$3,,,130000,0.0270270
13491,Z03.04.03,Rebuilding Together Pittsburgh,,,,"$21,429",,,21,0.0037736
13493,Z06.05.04,United Way of Southwestern Pennsylvania,,,,"$2,083",,,310,0.0027701
13495,Z10.01.04,Bike Share Pittsburgh Inc.,,,,$22,,,13500,0.0270270
13496,Z06.05.02,"Wireless Neighborhoods, dba Neighborhood Learning Alliance",,,,"$6,190",,,105,0.0027701
13499,Z06.05.02,OneGoal,,,,"$1,098",,,4100,0.0027701
13503,Z06.04.01,Project Exploration,,,,$20,,,50,0.0027701
13514,Z06.03.01,Right Moves For Youth,,,,$696,,,1348,0.0027701
13516,Z12.01.04,Arts Refreshing the Soul,,,,$861,,,30,0.0053476
13518,Z01.01.02,Charlotte Youth Ballet,,,,$24,,,1700,0.0070922
13525,Z12.01.04,Storycatchers Theatre,,,,"$16,834",,,37,0.0053476
13533,Z01.01.01,"Morgan State University Foundation, Inc.",,,,$955,,,44,0.0070922
13536,Z05.03.03,"Jewish Vocational Service, Inc.",,,,"$7,296",,,48,0.0041667
13537,Z05.02.03,Young Womens Christian Association of Oahu,,,,$167,,,60,0.0041667
13538,Z01.02.01,Broadway For All,,,,$170,,,1000,0.0070922
13539,Z08.04.05,North Suburban Legal Aid Clinic,,,,"$1,963",,,160,0.0057471
13540,Z08.04.05,"House of Ruth, Inc.",,,,"$3,373",,,1005,0.0057471
13541,Z06.03.03,"SitStayRead, Inc",,,,$310,,,2283,0.0027701
13542,Z12.01.04,The First Tee of Greater Chicago,,,,$31,,,128,0.0053476
13543,Z01.01.01,Writers Theatre Inc,,,,$26,,,7011,0.0070922
13546,Z12.01.02,Forest Preserve Foundation,,,,"$3,647",,,102,0.0053476
13547,Z06.05.03,ONE MILLION DEGREES,,,,$778,,,487,0.0027701
13548,Z01.01.01,Victory Gardens Theater,,,,$144,,,1200,0.0070922
